customer_id,segment,age,gender,income_usd,education,occupation,family_size,marital_status,country,city_type,climate_zone,latitude,longitude,lifestyle,personality,primary_value,purchase_frequency_per_month,avg_order_value_usd,total_orders,total_spent_usd,last_purchase_days_ago,preferred_channel,product_category_pref,customer_lifetime_value_usd,recency_days,frequency_orders,monetary_usd,device_pref,os,browser,internet_speed_mbps,primary_motivation,nps,csat_1_5,email_open_rate,app_usage_per_week,support_tickets_last_year,churn_risk,is_active,signup_date,last_login_date
CUST1157,Segment 158,29,Male,70594,PhD,Freelancer,1,Married,Canada,Suburban,Arid,-18.7847,-119.7661,Eco-friendly,Social,Brand,0,6.04,109,717.66,664,Mobile app,Electronics,1497.07,664,109,717.66,Tablet,macOS,Edge,77.9,Status,-77,4.8,0.6,7,1,Low,Yes,25/04/2022,15/10/2024
CUST1158,Segment 159,51,Male,45146,High School,Manager,1,Married,Australia,Urban,Temperate,-10.0609,2.1787,Eco-friendly,Extroverted,Innovation,1,93.86,76,6628.35,721,Phone,Sports,9647.56,721,76,6628.35,Tablet,Windows,Chrome,67.9,Convenience,-27,3.5,0.93,16,1,Medium,Yes,26/01/2024,06/04/2025
CUST1159,Segment 160,50,Female,90573,Bachelors,Student,5,Domestic partnership,Germany,Rural,Tropical,21.0509,28.1555,Health-conscious,Social,Quality,0,74.87,30,2692.69,572,In-store,Automotive,7884.35,572,30,2692.69,Desktop,Windows,Other,68,Quality,65,3.2,0.93,14,1,Medium,Yes,01/01/2025,28/11/2024
CUST1160,Segment 161,65,Male,41224,PhD,Unemployed,2,Divorced,Australia,Suburban,Tropical,12.7856,-111.6016,Health-conscious,Social,Brand,1,99.87,58,6904.11,261,Phone,Home & Garden,19462.06,261,58,6904.11,Desktop,iOS,Safari,61,Customer support,-79,2.7,0.34,9,0,Low,Yes,31/07/2022,16/09/2025
CUST1161,Segment 162,72,Male,61558,PhD,Student,4,Single,Canada,Rural,Polar,-10.8294,87.1477,Luxury-seeker,Conscientious,Brand,3,28.66,117,3562.64,729,In-store,Home & Garden,8708.11,729,117,3562.64,Desktop,Android,Edge,50.5,Novelty,53,2.7,0.53,14,0,Low,Yes,05/04/2025,10/11/2024
CUST1162,Segment 163,40,Non-binary,80150,Associate,Professional,5,Married,Brazil,Rural,Mediterranean,58.5167,-3.0791,Tech-savvy,Spontaneous,Quality,0,5.3,159,717.92,282,Phone,Automotive,1483.78,282,159,717.92,Tablet,iOS,Other,66.8,Lowest price,70,3.2,0.21,14,1,Medium,Yes,15/05/2018,26/02/2025
CUST1163,Segment 164,79,Male,90973,Masters,Unemployed,5,Single,Canada,Suburban,Continental,16.6352,16.8293,Luxury-seeker,Social,Quality,0,28.91,100,3107.09,647,Social,Groceries,8513.23,647,100,3107.09,Tablet,Android,Edge,64.8,Novelty,82,3.8,1,22,1,High,Yes,24/12/2024,15/01/2025
CUST1164,Segment 165,41,Female,28991,Associate,Manager,5,Domestic partnership,Canada,Urban,Temperate,-23.9051,-6.5864,Budget-conscious,Extroverted,Innovation,2,133.58,192,21472.28,466,Social,Automotive,27083.09,466,192,21472.28,Tablet,macOS,Edge,41.1,Customer support,-62,3.8,0.98,6,0,High,Yes,01/01/2025,08/11/2024
CUST1165,Segment 166,54,Non-binary,54965,High School,Freelancer,5,Widowed,South Africa,Suburban,Tropical,-38.8039,-17.7863,Family-oriented,Social,Brand,1,141.24,19,2178.37,379,Phone,Books,5622.42,379,19,2178.37,Desktop,macOS,Chrome,35.7,Lowest price,56,1.7,0.65,12,0,Low,Yes,29/01/2025,29/01/2025
CUST1166,Segment 167,52,Prefer not to say,50752,Bachelors,Manager,5,Domestic partnership,United Kingdom,Suburban,Mediterranean,-33.1855,26.6993,Health-conscious,Conscientious,Innovation,4,93.16,176,18514.27,361,Online,Automotive,23136.2,361,176,18514.27,Desktop,Linux,Safari,52.5,Lowest price,-81,3,0.8,16,0,High,Yes,25/07/2025,07/08/2025
CUST1167,Segment 168,61,Female,45400,Bachelors,Student,3,Domestic partnership,Germany,Urban,Mediterranean,-22.9446,-86.5327,Adventurer,Introverted,Brand,2,42.95,173,6567.7,448,In-store,Automotive,16999.97,448,173,6567.7,Mobile,Linux,Safari,88.7,Lowest price,-60,2.6,0.72,8,0,Low,No,03/08/2025,11/07/2025
CUST1168,Segment 169,57,Female,117964,High School,Self-employed,4,Domestic partnership,United States,Urban,Temperate,-32.325,-79.0601,Health-conscious,Conscientious,Convenience,3,24.37,94,2179.93,440,Social,Apparel,3382.24,440,94,2179.93,Tablet,Linux,Firefox,19,Novelty,81,4.5,0.59,7,0,Medium,Yes,27/09/2023,22/04/2025
CUST1169,Segment 170,39,Prefer not to say,77149,Bachelors,Unemployed,5,Married,United States,Suburban,Temperate,-29.4776,111.3,Health-conscious,Analytical,Brand,3,108.8,183,23681.09,92,In-store,Home & Garden,65222.01,92,183,23681.09,Desktop,macOS,Chrome,13.3,Quality,47,3.5,0.05,19,1,Medium,Yes,01/09/2021,14/01/2025
CUST1170,Segment 171,44,Female,27173,Associate,Retired,4,Domestic partnership,India,Urban,Mediterranean,-18.6395,134.9123,Health-conscious,Extroverted,Price,0,8.95,113,945.35,620,Social,Groceries,2730.25,620,113,945.35,Mobile,iOS,Other,54.1,Customer support,7,3.1,0.45,25,0,Low,Yes,13/09/2022,27/09/2024
CUST1171,Segment 172,52,Prefer not to say,92536,Other,Executive,3,Widowed,United States,Rural,Polar,-30.9289,-25.4734,Health-conscious,Social,Price,1,32.32,183,5433.09,423,Mobile app,Apparel,7049.93,423,183,5433.09,Mobile,iOS,Chrome,51.3,Lowest price,46,1.5,0.67,26,0,Medium,Yes,09/07/2025,20/02/2025
CUST1172,Segment 173,18,Prefer not to say,128665,Associate,Freelancer,3,Widowed,Germany,Urban,Tropical,48.6442,-54.1915,Homebody,Analytical,Price,1,39.81,146,6784.55,141,Phone,Home & Garden,13062.64,141,146,6784.55,Tablet,iOS,Other,54.3,Customer support,-17,3.4,0.68,20,1,High,Yes,01/04/2024,31/03/2025
CUST1173,Segment 174,52,Female,95974,Other,Retired,4,Widowed,India,Rural,Continental,-41.1743,50.3199,Budget-conscious,Social,Price,2,63.15,63,3359,290,Social,Automotive,9949.27,290,63,3359,Tablet,Windows,Safari,56.1,Customer support,10,1.5,0.37,17,0,Medium,Yes,08/08/2025,11/01/2025
CUST1174,Segment 175,54,Male,19419,High School,Retired,1,Divorced,India,Rural,Continental,7.6963,-15.5544,Adventurer,Introverted,Innovation,3,29.46,116,3772.19,431,Phone,Home & Garden,7419.2,431,116,3772.19,Desktop,Linux,Firefox,44.4,Novelty,-35,2.3,0.94,12,1,Medium,Yes,25/09/2025,18/06/2025
CUST1175,Segment 176,64,Male,50473,Bachelors,Unemployed,2,Domestic partnership,Brazil,Rural,Continental,-4.8563,-122.8918,Family-oriented,Spontaneous,Brand,1,77.01,113,10401.01,688,Mobile app,Beauty,28364.54,688,113,10401.01,Mobile,iOS,Firefox,87.2,Status,57,1.6,0.17,15,0,High,Yes,10/09/2023,11/04/2025
CUST1176,Segment 177,31,Prefer not to say,103007,PhD,Self-employed,1,Widowed,United Kingdom,Urban,Arid,58.0616,-86.2773,Eco-friendly,Introverted,Convenience,3,37.69,47,2055.78,652,In-store,Electronics,4476.38,652,47,2055.78,Tablet,Linux,Safari,10,Status,-48,3.8,0.5,8,0,High,Yes,17/04/2024,17/01/2025
CUST1177,Segment 178,20,Non-binary,43770,Masters,Unemployed,1,Divorced,Australia,Urban,Tropical,-37.6757,70.4722,Homebody,Conscientious,Innovation,1,117.08,57,7078.43,700,Phone,Electronics,12391.92,700,57,7078.43,Tablet,Linux,Edge,29.3,Lowest price,-67,1.8,0.69,11,0,Low,Yes,27/08/2025,07/12/2024
CUST1178,Segment 179,18,Prefer not to say,78315,PhD,Self-employed,1,Domestic partnership,Brazil,Suburban,Arid,-6.2359,54.4987,Tech-savvy,Conscientious,Quality,0,136.86,118,14948.35,48,Social,Sports,23492.34,48,118,14948.35,Mobile,Windows,Chrome,47.4,Sustainability,49,2.6,0.7,11,0,Medium,No,03/10/2025,26/07/2025
CUST1179,Segment 180,22,Prefer not to say,88239,Other,Professional,5,Domestic partnership,United Kingdom,Urban,Arid,56.6417,-122.4131,Homebody,Analytical,Brand,1,81.51,45,3307.5,301,Mobile app,Books,4651.82,301,45,3307.5,Tablet,macOS,Firefox,8.9,Novelty,-34,4.6,0.65,5,1,Low,Yes,01/09/2016,24/01/2025
CUST1180,Segment 181,43,Prefer not to say,37192,Associate,Freelancer,3,Single,United Kingdom,Urban,Mediterranean,45.2058,-67.8478,Eco-friendly,Analytical,Sustainability,3,102.76,161,18657.11,189,Social,Automotive,47083.02,189,161,18657.11,Mobile,iOS,Edge,45.6,Quality,33,1.8,0.28,18,1,Low,Yes,06/10/2025,08/12/2024
CUST1181,Segment 182,72,Male,63214,Associate,Student,1,Domestic partnership,United Kingdom,Rural,Arid,39.8779,-65.2991,Eco-friendly,Conscientious,Brand,1,202.07,145,33751.69,135,Mobile app,Automotive,59844.48,135,145,33751.69,Mobile,Windows,Other,91.5,Novelty,-74,3,0.16,27,0,High,Yes,25/08/2024,24/03/2025
CUST1182,Segment 183,31,Male,8000,Associate,Student,3,Single,Canada,Urban,Polar,-21.6307,58.13,Tech-savvy,Extroverted,Innovation,1,14.55,198,2910.21,554,Mobile app,Beauty,5886.05,554,198,2910.21,Tablet,macOS,Firefox,50.5,Status,-91,2.7,0.64,6,0,Low,Yes,03/06/2024,01/08/2025
CUST1183,Segment 184,56,Male,34268,Associate,Retired,4,Married,Brazil,Urban,Polar,-31.2024,-124.481,Homebody,Conscientious,Price,2,10.14,4,36.41,403,Social,Beauty,72.26,403,4,36.41,Mobile,macOS,Other,55.8,Status,-28,1.1,0.6,24,0,Low,Yes,29/07/2025,18/08/2025
CUST1184,Segment 185,44,Prefer not to say,57423,Masters,Executive,2,Married,Australia,Rural,Temperate,23.5508,-100.8496,Eco-friendly,Conscientious,Sustainability,4,116.7,148,14597.56,601,Phone,Books,31451.29,601,148,14597.56,Mobile,iOS,Edge,18.5,Status,-5,4.2,0.18,2,1,Medium,Yes,15/06/2025,24/02/2025
CUST1185,Segment 186,26,Non-binary,27567,High School,Professional,4,Divorced,South Africa,Urban,Temperate,52.2314,93.9765,Family-oriented,Social,Innovation,1,191.79,47,7525.64,340,In-store,Groceries,20553.68,340,47,7525.64,Desktop,Other,Other,34.6,Convenience,-53,1.3,0.71,15,0,Low,Yes,16/12/2024,22/06/2025
CUST1186,Segment 187,32,Male,113972,Associate,Student,4,Single,United Kingdom,Rural,Tropical,11.2439,-80.0075,Homebody,Introverted,Brand,1,59.37,143,9233.89,703,In-store,Home & Garden,27345.97,703,143,9233.89,Mobile,Linux,Edge,40.6,Novelty,-31,2.9,0.46,17,0,Low,Yes,17/12/2022,31/03/2025
CUST1187,Segment 188,32,Female,22096,Other,Student,5,Married,Australia,Urban,Tropical,12.8774,52.7689,Homebody,Extroverted,Convenience,3,178.61,198,34234.79,317,Mobile app,Sports,62141.91,317,198,34234.79,Tablet,Android,Other,42.1,Customer support,86,3.2,0.67,15,0,Low,Yes,30/05/2024,20/11/2024
CUST1188,Segment 189,43,Female,51799,Bachelors,Executive,2,Married,South Africa,Urban,Polar,-19.2023,-63.3088,Tech-savvy,Social,Innovation,2,80.79,47,4412.81,617,Social,Beauty,11716.18,617,47,4412.81,Mobile,Linux,Chrome,82,Customer support,-1,3.5,0.84,22,0,Medium,Yes,18/10/2023,25/07/2025
CUST1189,Segment 190,59,Female,68922,Masters,Executive,4,Married,Germany,Suburban,Temperate,34.6442,-102.1564,Adventurer,Spontaneous,Convenience,2,34.15,78,2919.06,362,Mobile app,Apparel,7382.47,362,78,2919.06,Mobile,Linux,Firefox,63.9,Convenience,-42,3.8,0.17,6,0,High,No,29/05/2017,15/08/2025
CUST1190,Segment 191,77,Prefer not to say,108238,Other,Student,4,Domestic partnership,South Africa,Urban,Mediterranean,-29.4252,-61.9118,Adventurer,Extroverted,Sustainability,2,15.56,124,1691.16,381,In-store,Electronics,3631.02,381,124,1691.16,Tablet,Android,Firefox,22.2,Status,-99,2,0.02,3,0,Medium,Yes,27/11/2022,05/09/2025
CUST1191,Segment 192,30,Female,21924,Other,Manager,2,Single,Germany,Rural,Temperate,-14.3953,72.2347,Health-conscious,Social,Quality,2,112.76,75,8841.89,232,Mobile app,Automotive,25748.42,232,75,8841.89,Mobile,Other,Edge,56.2,Sustainability,56,1,0.78,26,0,High,Yes,08/09/2024,19/11/2024
CUST1192,Segment 193,68,Prefer not to say,99895,Associate,Executive,2,Married,United States,Urban,Arid,-3.202,109.595,Eco-friendly,Conscientious,Innovation,1,20.1,103,2016.89,343,Mobile app,Electronics,2825.56,343,103,2016.89,Mobile,macOS,Other,62.5,Novelty,95,3.9,0.61,24,1,High,No,23/08/2024,05/09/2025
CUST1193,Segment 194,49,Female,65307,Bachelors,Manager,4,Single,South Africa,Suburban,Continental,5.8371,102.4616,Health-conscious,Social,Sustainability,0,79.88,137,11281.71,548,In-store,Beauty,13747.08,548,137,11281.71,Mobile,Android,Safari,78.5,Quality,-36,3.1,0.7,29,0,High,Yes,25/11/2023,25/03/2025
CUST1194,Segment 195,56,Non-binary,35555,Associate,Freelancer,2,Widowed,Germany,Urban,Mediterranean,-23.3349,-18.7886,Tech-savvy,Analytical,Convenience,2,170.01,90,16757.97,552,Phone,Beauty,45379.31,552,90,16757.97,Tablet,Android,Firefox,89.5,Novelty,-18,4.3,0.84,7,0,Medium,Yes,21/08/2023,13/10/2025
CUST1195,Segment 196,66,Prefer not to say,78863,Other,Professional,4,Widowed,United Kingdom,Urban,Continental,-37.3679,57.0638,Budget-conscious,Extroverted,Sustainability,1,56.59,144,9147.03,528,Mobile app,Apparel,17180.86,528,144,9147.03,Desktop,Windows,Other,24.6,Quality,53,4.3,0.8,12,0,Medium,Yes,08/06/2024,22/07/2025
CUST1196,Segment 197,69,Female,70972,High School,Executive,4,Domestic partnership,Canada,Rural,Continental,17.1682,-72.6044,Homebody,Conscientious,Price,1,153.84,69,12074.46,570,Phone,Apparel,32527.84,570,69,12074.46,Desktop,Windows,Other,29.7,Status,-91,4.4,0.96,12,0,High,Yes,04/10/2023,09/10/2025
CUST1197,Segment 198,78,Male,46993,Masters,Freelancer,5,Widowed,South Africa,Suburban,Polar,-18.2506,-47.9186,Family-oriented,Introverted,Innovation,2,25.29,61,1390.87,182,Mobile app,Electronics,3875.21,182,61,1390.87,Mobile,Windows,Chrome,18.6,Status,-48,2.9,0.54,16,2,Medium,Yes,11/10/2025,13/09/2025
CUST1198,Segment 199,49,Prefer not to say,67094,High School,Self-employed,1,Divorced,India,Urban,Continental,13.9362,120.974,Luxury-seeker,Social,Price,0,42.97,138,4817.69,40,Social,Books,5419.49,40,138,4817.69,Tablet,macOS,Safari,44.1,Quality,-22,2.3,0.49,16,0,Low,Yes,14/09/2024,19/04/2025
CUST1199,Segment 200,21,Male,53441,Masters,Retired,4,Single,Germany,Urban,Continental,-33.0201,-126.3595,Luxury-seeker,Conscientious,Quality,0,8.2,50,449.24,550,Mobile app,Electronics,1243.02,550,50,449.24,Tablet,Android,Firefox,61.7,Sustainability,-42,4.2,0.4,4,0,High,Yes,04/03/2025,11/10/2024
